idduplasena;dsconc;dsdata;dslocal;dspremioest;ds01pr06;ds01pr05;ds01pr04;ds01pr03;ds02pr06;ds02pr05;ds02pr04;ds02pr03;ds01gan06;ds01gan05;ds01gan04;ds01gan03;ds02gan06;ds02gan05;ds02gan04;ds02gan03;ds01d01;ds01d02;ds01d03;ds01d04;ds01d05;ds01d06;ds02d01;ds02d02;ds02d03;ds02d04;ds02d05;ds02d06;dscidadesgan
1333;1333;2014-11-14;SÃO PAULO, SP;1.800.000,00;0,00;2.710,17;45,12;0,00;144.542,56;2.212,39;44,44;0,00;0;40;2.288;0;1;49;2.323;0;6;12;15;25;36;47;2;6;9;15;17;50;
1334;1334;2014-11-18;SÃO PAULO, SP;2.200.000,00;0,00;2.394,56;45,33;0,00;0,00;2.343,61;48,79;0,00;0;46;2.314;0;0;47;2.150;0;16;24;29;39;44;46;7;15;21;22;29;46;
1335;1335;2014-11-21;SÃO PAULO, SP;2.600.000,00;0,00;2.943,43;57,69;0,00;0,00;3.448,02;54,86;0,00;0;41;1.992;0;0;35;2.095;0;2;10;20;27;40;48;5;20;22;34;45;46;
1336;1336;2014-11-25;SÃO PAULO, SP;3.100.000,00;0,00;3.626,53;52,85;0,00;0,00;3.946,52;49,76;0,00;0;37;2.418;0;0;34;2.568;0;12;18;24;28;30;41;7;10;15;18;28;50;
1337;1337;2014-11-28;SÃO PAULO, SP;3.500.000,00;0,00;2.745,11;48,41;0,00;219.608,80;2.533,95;47,12;0,00;0;60;3.240;0;1;65;3.329;0;4;17;20;21;29;48;15;22;33;38;43;49;
1338;1338;2014-12-02;SÃO PAULO, SP;3.900.000,00;0,00;3.065,47;48,54;0,00;232.975,16;2.299,10;48,16;0,00;0;57;3.428;0;1;76;3.455;0;1;7;9;39;42;45;4;11;19;21;22;23;
1339;1339;2014-12-05;SÃO PAULO, SP;4.500.000,00;0,00;3.765,20;52,97;0,00;0,00;2.581,85;51,38;0,00;0;48;3.249;0;0;70;3.350;0;2;4;13;16;31;39;4;7;10;16;30;44;
1340;1340;2014-12-09;SÃO PAULO, SP;5.000.000,00;0,00;3.037,59;65,65;0,00;247.057,31;2.850,66;43,06;0,00;0;61;2.688;0;1;65;4.098;0;21;24;26;33;34;36;5;18;23;26;27;37;
1341;1341;2014-12-12;SÃO PAULO, SP;500.000,00;4.848.799,08;3.208,22;51,89;0,00;0,00;2.379,14;45,47;0,00;1;66;3.886;0;0;89;4.435;0;14;26;32;35;39;50;2;13;14;29;38;45;
1342;1342;2014-12-16;SÃO PAULO, SP;800.000,00;0,00;4.173,90;39,81;0,00;0,00;2.862,10;58,89;0,00;0;24;2.396;0;0;35;1.620;0;5;7;16;24;27;50;2;10;34;40;42;45;
1343;1343;2014-12-19;SÃO PAULO, SP;1.300.000,00;0,00;2.111,48;42,92;0,00;0,00;3.024,56;60,31;0,00;0;53;2.483;0;0;37;1.767;0;3;9;12;14;47;48;10;26;31;33;34;49;
1344;1344;2014-12-23;SÃO PAULO, SP;1.700.000,00;0,00;2.240,61;42,14;0,00;0,00;2.380,64;44,31;0,00;0;51;2.582;0;0;48;2.456;0;7;19;23;24;37;39;3;5;27;29;31;46;
1345;1345;2014-12-26;SÃO PAULO, SP;2.000.000,00;0,00;2.617,72;52,54;0,00;0,00;3.552,62;65,56;0,00;0;38;1.803;0;0;28;1.445;0;4;14;15;31;33;49;15;24;31;32;37;41;
1346;1346;2014-12-30;SÃO PAULO, SP;300.000,00;1.931.956,26;3.029,10;58,09;0,00;0,00;2.616,04;40,05;0,00;1;38;1.887;0;0;44;2.737;0;1;21;25;29;42;49;3;4;9;19;23;42;
1347;1347;2015-01-02;SÃO PAULO, SP;600.000,00;0,00;6.047,63;66,84;0,00;0,00;3.628,58;55,64;0,00;0;12;1.034;0;0;20;1.242;0;11;31;38;46;49;50;5;14;19;31;38;39;
1348;1348;2015-01-06;SÃO PAULO, SP;1.000.000,00;0,00;3.761,75;71,80;0,00;0,00;1.726,71;44,72;0,00;0;28;1.397;0;0;61;2.243;0;21;23;30;32;33;35;6;9;10;11;21;22;
1349;1349;2015-01-09;SÃO PAULO, SP;1.500.000,00;0,00;2.241,17;42,55;0,00;0,00;2.281,20;44,69;0,00;0;57;2.859;0;0;56;2.722;0;9;16;18;24;33;42;17;19;34;37;48;49;
1350;1350;2015-01-13;SÃO PAULO, SP;2.000.000,00;0,00;5.075,63;58,97;0,00;0,00;3.299,16;55,36;0,00;0;26;2.131;0;0;40;2.270;0;2;30;35;39;42;48;21;24;25;27;35;48;
1351;1351;2015-01-16;SÃO PAULO, SP;2.400.000,00;0,00;5.312,00;62,01;0,00;0,00;2.938,56;52,61;0,00;0;26;2.121;0;0;47;2.500;0;2;11;20;31;35;44;2;14;28;36;38;48;
1352;1352;2015-01-20;SÃO PAULO, SP;2.800.000,00;0,00;2.919,45;48,00;0,00;0,00;3.346,68;45,17;0,00;0;47;2.722;0;0;41;2.893;0;1;7;8;29;33;50;6;7;15;22;27;43;
1353;1353;2015-01-23;SÃO PAULO, SP;3.400.000,00;0,00;2.342,32;43,44;0,00;0,00;2.117,71;50,50;0,00;0;66;3.389;0;0;73;2.915;0;4;8;11;25;29;30;2;9;16;20;21;35;
1354;1354;2015-01-27;SÃO PAULO, SP;3.800.000,00;0,00;4.041,99;56,83;0,00;242.519,42;3.497,88;56,92;0,00;0;45;3.048;0;1;52;3.043;0;12;22;25;30;41;44;7;30;31;37;42;45;
1355;1355;2015-01-30;SÃO PAULO, SP;4.500.000,00;0,00;3.981,37;59,65;0,00;0,00;2.764,84;60,22;0,00;0;50;3.178;0;0;72;3.148;0;4;10;22;24;32;38;10;16;31;38;41;44;
1356;1356;2015-02-03;SÃO PAULO, SP;5.000.000,00;0,00;3.001,46;52,24;0,00;0,00;3.340,33;56,04;0,00;0;69;3.775;0;0;62;3.519;0;4;16;21;45;46;47;16;33;34;36;43;46;
1357;1357;2015-02-06;SÃO PAULO, SP;5.900.000,00;0,00;3.337,65;55,84;0,00;157.981,79;2.194,19;45,95;0,00;0;71;4.041;0;2;108;4.911;0;6;15;20;30;35;50;5;12;21;28;33;34;
1358;1358;2015-02-10;SÃO PAULO, SP;500.000,00;5.754.179,79;1.874,30;47,23;0,00;0,00;4.789,87;66,00;0,00;1;138;5.215;0;0;54;3.732;0;5;9;21;33;43;47;20;31;35;40;46;49;
1359;1359;2015-02-13;SÃO PAULO, SP;900.000,00;0,00;1.918,50;37,07;0,00;163.712,13;2.012,85;45,83;0,00;0;64;3.154;0;1;61;2.551;0;1;5;7;11;21;42;15;18;27;35;36;47;
1360;1360;2015-02-18;SÃO PAULO, SP;250.000,00;709.610,80;1.568,06;39,21;0,00;0,00;2.590,70;45,07;0,00;1;38;1.447;0;0;23;1.259;0;14;19;21;27;44;49;12;15;17;23;34;35;
1361;1361;2015-02-20;SÃO PAULO, SP;600.000,00;0,00;2.797,37;47,00;0,00;0,00;3.170,36;54,93;0,00;0;34;1.927;0;0;30;1.649;0;14;15;19;25;44;47;3;8;10;18;32;37;
1362;1362;2015-02-24;SÃO PAULO, SP;200.000,00;619.911,79;2.068,78;45,89;0,00;148.951,89;1.573,44;34,57;0,00;1;54;2.318;0;1;71;3.077;0;2;8;23;39;42;46;7;11;18;33;39;42;
1363;1363;2015-02-27;SÃO PAULO, SP;600.000,00;0,00;3.110,65;54,92;0,00;0,00;2.765,03;48,61;0,00;0;32;1.726;0;0;36;1.950;0;2;3;20;44;45;50;2;3;12;25;44;46;
1364;1364;2015-03-03;SÃO PAULO, SP;1.000.000,00;0,00;2.221,36;59,71;0,00;0,00;2.941,81;52,75;0,00;0;49;1.736;0;0;37;1.965;0;3;31;37;40;43;49;4;14;21;30;45;50;
1365;1365;2015-03-06;SÃO PAULO, SP;1.500.000,00;0,00;3.789,17;49,11;0,00;0,00;3.303,38;63,93;0,00;0;34;2.498;0;0;39;1.919;0;2;10;19;41;45;47;1;2;28;29;33;43;
1366;1366;2015-03-10;SÃO PAULO, SP;1.900.000,00;0,00;2.652,64;52,07;0,00;0,00;3.562,12;55,27;0,00;0;47;2.280;0;0;35;2.148;0;7;14;20;21;39;41;10;28;35;41;44;46;
1367;1367;2015-03-13;SÃO PAULO, SP;2.400.000,00;0,00;2.712,54;47,64;0,00;0,00;2.995,09;54,33;0,00;0;53;2.874;0;0;48;2.520;0;7;28;39;44;45;49;15;21;30;31;33;47;
1368;1368;2015-03-17;SÃO PAULO, SP;2.800.000,00;0,00;2.338,07;44,84;0,00;109.109,84;2.020,55;44,71;0,00;0;70;3.476;0;2;81;3.486;0;10;13;17;39;43;48;30;33;37;43;45;47;
1369;1369;2015-03-20;SÃO PAULO, SP;3.300.000,00;0,00;5.042,85;53,71;0,00;0,00;3.810,15;60,14;0,00;0;34;3.040;0;0;45;2.715;0;15;23;26;30;33;39;4;14;16;20;23;30;
1370;1370;2015-03-24;SÃO PAULO, SP;500.000,00;3.257.802,35;2.616,08;45,28;0,00;0,00;3.208,40;52,99;0,00;1;65;3.576;0;0;53;3.056;0;15;28;38;43;45;49;5;18;21;29;40;43;
1371;1371;2015-03-27;SÃO PAULO, SP;850.000,00;0,00;3.393,42;55,38;0,00;0,00;2.390,82;54,77;0,00;0;31;1.809;0;0;44;1.829;0;15;21;23;31;32;35;10;11;16;18;21;35;
1372;1372;2015-03-31;SÃO PAULO, SP;1.200.000,00;0,00;2.707,91;46,15;0,00;0,00;2.407,03;43,65;0,00;0;40;2.235;0;0;45;2.363;0;23;33;35;41;46;48;2;5;6;15;24;25;
1373;1373;2015-04-02;SÃO PAULO, SP;1.300.000,00;0,00;3.351,84;61,01;0,00;98.320,74;2.048,35;42,30;0,00;0;22;1.151;0;1;36;1.660;0;5;15;40;42;47;50;6;13;26;33;39;46;
1374;1374;2015-04-07;SÃO PAULO, SP;1.800.000,00;0,00;1.407,16;33,60;0,00;0,00;2.073,71;35,61;0,00;0;84;3.350;0;0;57;3.161;0;4;13;26;32;45;49;1;3;9;10;36;50;
1375;1375;2015-04-10;SÃO PAULO, SP;2.100.000,00;0,00;2.252,42;46,05;0,00;0,00;3.097,07;53,97;0,00;0;55;2.562;0;0;40;2.186;0;2;3;12;34;44;47;1;8;12;20;35;49;
1376;1376;2015-04-14;SÃO PAULO, SP;400.000,00;2.177.368,49;2.188,50;49,30;0,00;0,00;3.647,49;50,66;0,00;1;65;2.748;0;0;39;2.674;0;1;5;19;29;39;49;1;5;16;34;35;43;
1377;1377;2015-04-17;SÃO PAULO, SP;800.000,00;0,00;2.971,05;59,97;0,00;0,00;3.258,57;52,68;0,00;0;34;1.604;0;0;31;1.826;0;6;15;21;27;38;48;3;19;23;29;33;41;
1378;1378;2015-04-22;SÃO PAULO, SP;1.000.000,00;0,00;2.429,96;43,51;0,00;0,00;3.380,82;57,27;0,00;0;32;1.702;0;0;23;1.293;0;4;13;14;24;28;36;20;23;28;39;49;50;
1379;1379;2015-04-24;SÃO PAULO, SP;1.400.000,00;0,00;3.541,47;67,60;0,00;0,00;3.004,89;46,91;0,00;0;28;1.397;0;0;33;2.013;0;8;10;30;39;46;49;3;22;23;34;45;46;
1380;1380;2015-04-28;SÃO PAULO, SP;1.800.000,00;0,00;2.902,49;50,28;0,00;0,00;4.203,61;69,18;0,00;0;42;2.309;0;0;29;1.678;0;1;9;13;28;30;31;17;27;29;30;36;46;
1381;1381;2015-04-30;SÃO PAULO, SP;2.000.000,00;0,00;2.984,23;51,12;0,00;57.695,06;1.331,43;33,35;0,00;0;29;1.612;0;2;65;2.471;0;1;2;12;25;39;42;7;24;29;33;42;47;
1382;1382;2015-05-05;SÃO PAULO, SP;2.500.000,00;0,00;2.881,86;57,38;0,00;0,00;2.508,28;36,28;0,00;0;47;2.248;0;0;54;3.555;0;6;15;34;37;40;49;3;5;19;20;21;23;
1383;1383;2015-05-08;SÃO PAULO, SP;3.000.000,00;0,00;2.885,66;50,73;0,00;0,00;3.315,44;56,62;0,00;0;54;2.925;0;0;47;2.621;0;15;19;21;31;36;42;1;3;24;31;35;42;
1384;1384;2015-05-12;SÃO PAULO, SP;3.700.000,00;0,00;2.463,47;48,45;0,00;0,00;3.058,11;56,80;0,00;0;72;3.486;0;0;58;2.974;0;21;23;35;41;45;50;6;12;20;34;41;44;
1385;1385;2015-05-15;SÃO PAULO, SP;4.100.000,00;0,00;1.640,29;54,39;0,00;258.072,36;2.199,48;43,00;0,00;0;118;3.389;0;1;88;4.286;0;2;27;28;36;46;47;2;7;13;14;16;21;
1386;1386;2015-05-19;SÃO PAULO, SP;4.500.000,00;0,00;3.820,45;52,18;0,00;275.072,24;1.748,34;42,28;0,00;0;54;3.765;0;1;118;4.647;0;1;13;18;25;28;38;5;12;16;27;35;44;
1387;1387;2015-05-22;SÃO PAULO, SP;5.300.000,00;0,00;1.919,54;40,08;0,00;0,00;3.092,58;54,30;0,00;0;116;5.290;0;0;72;3.905;0;7;18;23;27;39;42;2;11;20;34;35;39;
1388;1388;2015-05-26;SÃO PAULO, SP;6.300.000,00;0,00;3.848,39;83,13;0,00;0,00;7.923,16;102,29;0,00;0;70;3.086;0;0;34;2.508;0;7;14;19;32;44;45;9;19;21;24;35;45;
1389;1389;2015-05-29;SÃO PAULO, SP;7.200.000,00;0,00;17.518,06;118,49;0,00;0,00;7.507,74;93,34;0,00;0;15;2.112;0;0;35;2.681;0;2;14;15;36;37;46;8;14;17;18;33;37;
1390;1390;2015-06-02;SÃO PAULO, SP;8.000.000,00;0,00;3.915,13;88,29;0,00;0,00;6.035,81;111,52;0,00;0;74;3.125;0;0;48;2.474;0;10;15;17;35;39;47;1;10;17;29;40;42;
1391;1391;2015-06-05;SÃO PAULO, SP;9.000.000,00;0,00;4.510,93;90,08;0,00;0,00;7.861,90;146,32;0,00;0;61;2.909;0;0;35;1.791;0;23;25;27;34;38;49;7;21;22;26;30;40;
1392;1392;2015-06-09;SÃO PAULO, SP;10.500.000,00;0,00;6.522,17;110,30;0,00;0,00;6.652,62;121,74;0,00;0;51;2.872;0;0;50;2.602;0;1;6;11;15;24;40;9;18;30;31;32;36;
1393;1393;2015-06-12;SÃO PAULO, SP;11.600.000,00;0,00;5.392,34;87,87;0,00;0,00;2.756,99;72,55;0,00;0;68;3.974;0;0;133;4.813;0;3;8;11;19;29;35;5;17;23;29;43;49;
1394;1394;2015-06-16;SÃO PAULO, SP;13.300.000,00;0,00;8.097,33;114,59;0,00;0,00;4.286,83;83,02;0,00;0;54;3.634;0;0;102;5.016;0;4;13;30;32;40;47;13;19;25;26;49;50;
1395;1395;2015-06-19;SÃO PAULO, SP;14.100.000,00;0,00;3.674,24;89,61;0,00;627.070,74;2.542,18;61,48;0,00;0;128;4.998;0;1;185;7.285;0;15;22;27;29;42;47;5;13;19;25;43;47;
1396;1396;2015-06-23;SÃO PAULO, SP;15.500.000,00;0,00;7.561,22;121,79;0,00;0,00;6.707,54;109,25;0,00;0;55;3.252;0;0;62;3.625;0;3;21;26;27;31;46;10;12;18;40;42;44;
1397;1397;2015-06-26;SÃO PAULO, SP;17.500.000,00;0,00;5.963,69;102,96;0,00;0,00;4.006,85;80,53;0,00;0;86;4.744;0;0;128;6.065;0;2;3;6;25;30;44;13;16;17;39;42;45;
1398;1398;2015-06-30;SÃO PAULO, SP;20.000.000,00;0,00;5.987,09;110,34;0,00;0,00;6.950,53;107,70;0,00;0;101;5.219;0;0;87;5.347;0;6;17;20;41;43;48;8;12;23;31;42;50;
1399;1399;2015-07-03;SÃO PAULO, SP;22.000.000,00;0,00;8.495,25;116,08;0,00;974.122,28;5.939,77;92,15;0,00;0;86;5.994;0;1;123;7.550;0;1;31;33;34;42;49;4;12;18;24;41;47;
1400;1400;2015-07-07;SÃO PAULO, SP;24.000.000,00;0,00;5.908,07;93,80;0,00;0,00;5.470,43;99,48;0,00;0;125;7.498;0;0;135;7.070;0;2;8;11;27;37;45;7;8;11;33;36;38;
1401;1401;2015-07-10;SÃO PAULO, SP;25.500.000,00;0,00;6.903,45;106,11;0,00;1.040.119,53;4.062,97;87,12;0,00;0;113;7.001;0;1;192;8.527;0;8;21;25;34;44;47;12;24;29;31;38;46;
1402;1402;2015-07-14;SÃO PAULO, SP;1.300.000,00;25.451.710,46;5.571,93;95,82;0,00;0,00;6.056,44;111,95;0,00;1;150;8.307;0;0;138;7.110;0;1;2;19;23;36;41;1;16;31;34;47;48;
1403;1403;2015-07-17;SÃO PAULO, SP;2.200.000,00;0,00;7.620,22;110,63;0,00;0,00;5.603,10;97,17;0,00;0;25;1.640;0;0;34;1.867;0;6;8;25;27;30;36;14;17;20;22;27;47;
1404;1404;2015-07-21;SÃO PAULO, SP;2.900.000,00;0,00;4.775,39;121,97;0,00;0,00;4.664,34;86,62;0,00;0;42;1.566;0;0;43;2.205;0;8;27;28;34;40;48;3;4;11;13;23;35;
1405;1405;2015-07-24;SÃO PAULO, SP;3.600.000,00;0,00;8.542,06;97,96;0,00;0,00;7.592,93;104,07;0,00;0;24;1.993;0;0;27;1.876;0;10;14;26;28;45;46;13;21;26;32;36;39;
1406;1406;2015-07-28;SÃO PAULO, SP;4.300.000,00;0,00;9.467,62;91,80;0,00;0,00;8.065,01;117,76;0,00;0;23;2.259;0;0;27;1.761;0;12;13;16;23;37;42;2;22;28;41;42;48;
1407;1407;2015-07-31;SÃO PAULO, SP;5.400.000,00;0,00;8.853,12;117,10;0,00;0,00;6.477,90;105,43;0,00;0;30;2.160;0;0;41;2.399;0;17;34;35;40;46;48;13;18;33;40;41;50;
1408;1408;2015-08-04;SÃO PAULO, SP;6.300.000,00;0,00;6.364,94;91,64;0,00;0,00;6.683,19;104,81;0,00;0;42;2.778;0;0;40;2.429;0;2;5;14;22;29;42;9;15;27;30;40;50;
1409;1409;2015-08-07;SÃO PAULO, SP;7.000.000,00;0,00;5.423,82;88,79;0,00;0,00;5.755,89;98,82;0,00;0;52;3.025;0;0;49;2.718;0;12;14;17;18;25;43;6;24;25;30;32;48;
1410;1410;2015-08-11;SÃO PAULO, SP;8.400.000,00;0,00;5.398,38;95,65;0,00;0,00;6.351,04;108,31;0,00;0;60;3.225;0;0;51;2.848;0;4;16;17;34;36;46;11;21;24;27;30;49;
1411;1411;2015-08-14;SÃO PAULO, SP;10.000.000,00;0,00;4.946,28;99,90;0,00;0,00;5.832,18;109,68;0,00;0;79;3.725;0;0;67;3.393;0;4;14;19;34;38;48;1;9;21;29;33;44;
1412;1412;2015-08-18;SÃO PAULO, SP;11.000.000,00;0,00;7.092,77;98,93;0,00;586.335,19;5.429,03;92,04;0,00;0;62;4.233;0;1;81;4.550;0;3;6;22;24;29;33;2;10;15;25;32;49;
1413;1413;2015-08-21;SÃO PAULO, SP;12.500.000,00;0,00;4.420,71;93,76;0,00;0,00;4.749,91;83,50;0,00;0;101;4.535;0;0;94;5.092;0;3;12;27;36;43;50;4;6;12;42;45;48;
1414;1414;2015-08-25;SÃO PAULO, SP;13.500.000,00;0,00;5.535,05;93,08;0,00;0,00;3.802,34;81,44;0,00;0;79;4.474;0;0;115;5.113;0;2;25;29;34;37;45;6;9;13;19;25;30;
1415;1415;2015-08-28;SÃO PAULO, SP;14.500.000,00;0,00;4.407,49;88,37;0,00;587.664,97;7.732,44;111,19;0,00;0;100;4.750;0;1;57;3.775;0;13;15;28;35;36;41;6;7;21;25;28;29;
1416;1416;2015-09-01;SÃO PAULO, SP;15.500.000,00;0,00;6.108,02;114,71;0,00;586.369,45;5.566,80;112,55;0,00;0;72;3.651;0;1;79;3.721;0;3;16;30;38;43;50;8;19;22;30;34;42;
1417;1417;2015-09-04;SÃO PAULO, SP;17.000.000,00;0,00;5.150,72;99,70;0,00;0,00;5.542,63;78,90;0,00;0;99;4.871;0;0;92;6.155;0;2;4;20;26;29;48;3;9;11;18;36;47;
1418;1418;2015-09-08;SÃO PAULO, SP;18.000.000,00;0,00;6.535,51;97,76;0,00;0,00;4.418,38;82,37;0,00;0;48;3.056;0;0;71;3.627;0;14;31;32;33;37;39;14;21;23;27;32;46;
1419;1419;2015-09-11;SÃO PAULO, SP;200.000,00;9.159.959,18;4.963,43;105,28;0,00;354.057,88;6.556,63;122,38;0,00;2;107;4.804;0;2;81;4.133;0;15;17;20;24;31;46;4;25;28;31;32;38;
1420;1420;2015-09-15;SÃO PAULO, SP;850.000,00;0,00;6.357,82;117,82;0,00;0,00;5.624,23;106,88;0,00;0;23;1.182;0;0;26;1.303;0;1;10;22;36;40;45;22;27;33;40;49;50;
1421;1421;2015-09-18;SÃO PAULO, SP;1.300.000,00;0,00;13.851,39;114,25;0,00;0,00;5.643,16;107,56;0,00;0;11;1.270;0;0;27;1.349;0;3;29;36;39;41;47;1;11;12;19;39;48;
1422;1422;2015-09-22;SÃO PAULO, SP;1.900.000,00;0,00;4.246,21;88,64;0,00;0,00;9.241,75;106,95;0,00;0;37;1.688;0;0;17;1.399;0;18;24;31;32;36;45;4;11;26;31;33;43;
1423;1423;2015-09-25;SÃO PAULO, SP;2.300.000,00;0,00;9.633,30;96,15;0,00;0,00;6.823,59;97,66;0,00;0;17;1.622;0;0;24;1.597;0;12;13;21;23;28;43;2;10;17;39;47;49;
1424;1424;2015-09-29;SÃO PAULO, SP;3.000.000,00;0,00;8.989,01;100,03;0,00;0,00;5.693,04;92,73;0,00;0;19;1.626;0;0;30;1.754;0;14;15;23;28;39;49;3;6;17;21;27;36;
1425;1425;2015-10-02;SÃO PAULO, SP;3.500.000,00;0,00;6.791,59;88,10;0,00;262.608,28;6.154,88;114,30;0,00;0;29;2.129;0;1;32;1.641;0;2;12;27;34;35;47;22;31;33;42;45;46;
1426;1426;2015-10-06;SÃO PAULO, SP;4.200.000,00;0,00;6.223,53;108,63;0,00;0,00;4.702,23;94,61;0,00;0;34;1.855;0;0;45;2.130;0;1;8;11;21;24;26;23;25;32;33;34;47;
1427;1427;2015-10-09;SÃO PAULO, SP;5.000.000,00;0,00;2.451,26;61,20;0,00;0,00;8.443,22;104,58;0,00;0;93;3.547;0;0;27;2.076;0;13;24;27;33;36;48;3;4;25;32;37;42;
1428;1428;2015-10-13;SÃO PAULO, SP;5.500.000,00;0,00;6.236,90;109,69;0,00;0,00;6.735,85;86,87;0,00;0;27;1.462;0;0;25;1.846;0;11;19;24;28;31;38;1;14;21;27;28;45;
1429;1429;2015-10-16;SÃO PAULO, SP;6.300.000,00;0,00;5.069,93;109,25;0,00;0,00;5.688,21;121,04;0,00;0;46;2.033;0;0;41;1.835;0;1;8;22;26;31;44;9;15;20;25;35;40;
1430;1430;2015-10-20;SÃO PAULO, SP;7.100.000,00;0,00;7.450,79;97,33;0,00;0,00;7.210,44;113,05;0,00;0;30;2.187;0;0;31;1.883;0;2;7;8;12;22;32;14;15;18;30;34;45;
1431;1431;2015-10-23;SÃO PAULO, SP;700.000,00;7.090.567,38;7.131,06;112,35;0,00;0,00;4.074,89;94,91;0,00;1;36;2.176;0;0;63;2.576;0;7;10;17;20;30;42;7;14;16;17;22;25;
1432;1432;2015-10-27;SÃO PAULO, SP;1.000.000,00;0,00;5.602,89;108,13;0,00;0,00;14.318,48;130,56;0,00;0;23;1.135;0;0;9;940;0;9;23;27;36;40;46;4;20;26;30;32;39;
1433;1433;2015-10-30;SÃO PAULO, SP;1.600.000,00;0,00;12.606,93;116,05;0,00;0,00;6.933,81;112,68;0,00;0;11;1.138;0;0;20;1.172;0;5;6;23;30;33;41;11;12;30;32;45;50;
1434;1434;2015-11-03;SÃO PAULO, SP;2.100.000,00;0,00;8.003,11;123,60;0,00;0,00;6.002,34;96,80;0,00;0;15;925;0;0;20;1.181;0;7;15;24;30;32;39;6;8;22;26;29;36;
1435;1435;2015-11-06;SÃO PAULO, SP;2.600.000,00;0,00;7.945,71;124,93;0,00;0,00;6.180,00;95,04;0,00;0;21;1.272;0;0;27;1.672;0;1;7;33;36;42;46;6;7;24;36;43;50;
1436;1436;2015-11-10;SÃO PAULO, SP;3.100.000,00;0,00;5.611,69;105,83;0,00;0,00;2.575,86;66,74;0,00;0;28;1.414;0;0;61;2.242;0;5;7;20;29;45;49;3;13;19;26;42;48;
1437;1437;2015-11-13;SÃO PAULO, SP;3.700.000,00;0,00;8.409,70;110,36;0,00;0,00;3.098,31;83,22;0,00;0;21;1.524;0;0;57;2.021;0;3;18;24;41;43;44;2;14;28;32;36;41;
1438;1438;2015-11-17;SÃO PAULO, SP;4.300.000,00;0,00;7.073,66;106,79;0,00;0,00;5.052,62;90,64;0,00;0;25;1.577;0;0;35;1.858;0;2;5;26;27;30;46;8;13;19;21;23;38;
1439;1439;2015-11-20;SÃO PAULO, SP;4.800.000,00;0,00;6.416,23;103,70;0,00;0,00;3.464,77;68,14;0,00;0;27;1.591;0;0;50;2.421;0;2;3;4;9;30;31;2;14;17;19;32;36;
1440;1440;2015-11-24;SÃO PAULO, SP;5.600.000,00;0,00;5.353,32;107,21;0,00;0,00;4.843,47;96,14;0,00;0;38;1.807;0;0;42;2.015;0;2;3;6;12;16;37;12;23;31;42;48;49;
1441;1441;2015-11-27;SÃO PAULO, SP;6.300.000,00;0,00;4.028,74;82,64;0,00;0,00;7.017,80;102,72;0,00;0;54;2.507;0;0;31;2.017;0;2;4;11;22;24;45;11;22;24;29;46;50;
1442;1442;2015-12-01;SÃO PAULO, SP;500.000,00;6.349.776,84;6.620,76;90,76;0,00;0,00;7.944,91;98,90;0,00;1;36;2.501;0;0;30;2.295;0;2;7;9;20;25;34;6;12;21;22;26;45;
1443;1443;2015-12-04;SÃO PAULO, SP;1.000.000,00;0,00;8.800,08;98,83;0,00;0,00;6.285,77;81,05;0,00;0;15;1.272;0;0;21;1.551;0;3;12;15;17;18;41;4;5;16;20;24;45;
1444;1444;2015-12-08;SÃO PAULO, SP;1.500.000,00;0,00;10.520,89;131,55;0,00;0,00;4.072,60;93,79;0,00;0;12;914;0;0;31;1.282;0;12;20;35;39;40;42;9;14;16;34;37;49;
1445;1445;2015-12-11;SÃO PAULO, SP;2.000.000,00;0,00;27.842,36;183,12;0,00;0,00;3.395,41;71,97;0,00;0;5;724;0;0;41;1.842;0;20;21;30;37;38;49;5;9;13;18;36;46;
1446;1446;2015-12-15;SÃO PAULO, SP;2.400.000,00;0,00;6.649,27;111,65;0,00;0,00;6.981,73;90,03;0,00;0;21;1.191;0;0;20;1.477;0;4;11;30;34;35;47;11;24;32;36;45;46;
1447;1447;2015-12-18;SÃO PAULO, SP;3.000.000,00;0,00;6.067,11;117,09;0,00;0,00;7.511,66;99,03;0,00;0;26;1.283;0;0;21;1.517;0;2;4;14;34;37;40;2;6;11;22;36;37;
1448;1448;2015-12-22;SÃO PAULO, SP;3.500.000,00;0,00;4.546,85;90,96;0,00;0,00;7.502,31;110,00;0,00;0;33;1.571;0;0;20;1.299;0;10;16;23;43;44;50;1;7;15;18;29;32;
1449;1449;2015-12-26;SÃO PAULO, SP;3.800.000,00;0,00;5.975,53;81,88;0,00;0,00;7.682,82;128,69;0,00;0;18;1.251;0;0;14;796;0;2;3;9;22;42;45;10;20;24;38;46;49;
1450;1450;2015-12-29;SÃO PAULO, SP;4.200.000,00;0,00;5.797,19;91,00;0,00;0,00;10.702,51;103,19;0,00;0;24;1.456;0;0;13;1.284;0;7;24;34;36;46;47;4;6;16;17;38;46;
1451;1451;2016-01-02;SÃO PAULO, SP;350.000,00;4.161.106,89;7.873,29;101,01;0,00;0,00;7.310,91;108,30;0,00;1;13;965;0;0;14;900;0;3;11;21;27;29;41;2;7;19;27;29;40;
1452;1452;2016-01-05;SÃO PAULO, SP;350.000,00;359.327,39;9.285,71;109,63;0,00;0,00;6.190,48;104,34;0,00;1;12;968;0;0;18;1.017;0;1;8;21;24;41;42;16;23;24;26;46;48;
